,weather,base,dt,timezone,id,name,cod,Lon,Lat,main.temp,main.feels_like,main.temp_min,Max Temp,main.pressure,Humidity,Wind Speed,wind.deg,wind.gust,rain.1h,Cloud Cover,sys.type,sys.id,Country,sys.sunrise,sys.sunset,main.sea_level,main.grnd_level,message,visibility,snow.1h
0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,1588986208.0,10800.0,110690.0,Abhā,200,42.51,18.22,65.25,67.14,64.4,66.2,1024.0,82.0,2.19,230.0,,,79.0,1.0,7396.0,SA,1588991938.0,1589038431.0,,,,10000.0,
0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,1588986209.0,7200.0,89113.0,Ajdabiya,200,20.23,30.76,59.94,52.86,59.94,59.94,1019.0,48.0,8.68,70.0,,,0.0,,,LY,1588996093.0,1589044970.0,1019.0,1019.0,,,
0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,1588986209.0,-10800.0,3466165.0,Cidreira,200,-50.21,-30.18,60.26,57.34,60.26,60.26,1024.0,79.0,7.23,34.0,,,0.0,,,BR,1588931691.0,1588970387.0,1024.0,1023.0,,,
0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,1588986209.0,32400.0,1623197.0,Tual,200,132.75,-5.67,82.96,81.68,82.96,82.96,1011.0,78.0,21.03,128.0,,,5.0,,,ID,1588972145.0,1589014910.0,1011.0,1011.0,,,
0,,,,,,,404,,,,,,,,,,,,,,,,,,,,,city not found,,
0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,1588986209.0,7200.0,986717.0,Kruisfontein,200,24.73,-34.0,55.51,55.24,55.51,55.51,1023.0,95.0,2.73,9.0,,,0.0,,,ZA,1589000534.0,1589038369.0,1023.0,994.0,,,
0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,1588986210.0,10800.0,546105.0,Nikolskoye,200,30.79,59.7,42.12,34.16,37.99,44.6,1009.0,56.0,6.71,160.0,,,71.0,1.0,8926.0,RU,1588988086.0,1589047909.0,,,,10000.0,
0,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,1588986210.0,28800.0,1810979.0,Fuling,200,107.39,29.7,68.02,71.44,68.02,68.02,1008.0,88.0,2.82,320.0,,0.29,100.0,,,CN,1588975297.0,1589023930.0,1008.0,970.0,,,
0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,1588986210.0,39600.0,2125945.0,Dolinsk,200,142.8,47.35,64.4,54.19,64.4,64.4,1007.0,27.0,11.18,290.0,,,2.0,1.0,8889.0,RU,1588964420.0,1589017810.0,,,,10000.0,
0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,1588986210.0,25200.0,1650434.0,Bambanglipuro,200,110.28,-7.95,81.39,90.75,81.39,81.39,1010.0,82.0,2.15,8.0,,,100.0,,,ID,1588977711.0,1589020129.0,1010.0,1007.0,,,
0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,1588986211.0,32400.0,2112309.0,Katsuura,200,140.3,35.13,68.18,65.41,66.0,69.01,1021.0,56.0,5.99,269.0,14.0,,100.0,3.0,20334.0,JP,1588966800.0,1589016630.0,,,,,
0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,1588986211.0,43200.0,2120612.0,Tigil',200,158.67,57.8,41.09,29.5,41.09,41.09,998.0,65.0,13.8,33.0,,,95.0,,,RU,1588958106.0,1589016507.0,998.0,991.0,,,
0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,1588986211.0,0.0,2460954.0,Araouane,200,-3.53,18.9,86.95,79.21,86.95,86.95,1008.0,11.0,6.02,144.0,,,0.0,,,ML,1589002926.0,1589049542.0,1008.0,978.0,,,
0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,1588986211.0,7200.0,780687.0,Berlevåg,200,29.09,70.86,32.36,20.66,32.36,32.36,1006.0,90.0,13.87,257.0,,,88.0,,,NO,1588979459.0,1589057352.0,1006.0,1006.0,,,
0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,1588986212.0,20700.0,1283680.0,Bandi̇̄pur,200,84.42,27.93,65.77,63.21,65.77,65.77,1014.0,48.0,2.68,39.0,,,0.0,,,NP,1588980988.0,1589029264.0,1014.0,897.0,,,
0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,1588986212.0,39600.0,2108502.0,Honiara,200,159.95,-9.43,87.8,94.24,87.8,87.8,1012.0,66.0,6.93,90.0,,,75.0,1.0,2.0,SB,1588965902.0,1589008097.0,,,,10000.0,
0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,1588986212.0,25200.0,2022572.0,Khatanga,200,102.5,71.97,25.34,8.4,25.34,25.34,1005.0,95.0,21.94,157.0,,,100.0,,,RU,0.0,0.0,1005.0,1001.0,,,
0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,1588986212.0,7200.0,897045.0,Solwezi,200,26.39,-12.17,54.82,52.93,54.82,54.82,1018.0,89.0,4.32,113.0,,,1.0,,,ZM,1588998173.0,1589039934.0,1018.0,866.0,,,
0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,1588986213.0,10800.0,10722858.0,Forsytheganj,200,29.73,52.63,39.45,34.2,39.45,39.45,1016.0,79.0,3.4,301.0,,,3.0,,,BY,1588990435.0,1589046068.0,1016.0,999.0,,,
0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,1588986213.0,7200.0,3164387.0,Vieste,200,16.18,41.88,57.42,57.27,55.4,59.0,1019.0,87.0,2.24,190.0,,,40.0,1.0,6678.0,IT,1588995677.0,1589047330.0,,,,10000.0,
0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,1588986213.0,-18000.0,5044290.0,Saint Anthony,200,-93.22,45.02,46.51,34.99,45.0,48.2,1021.0,23.0,10.29,340.0,,,1.0,1.0,4900.0,US,1588935095.0,1588987627.0,,,,16093.0,
0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,1588986213.0,-14400.0,4997130.0,Ingham,200,-84.38,42.6,34.72,22.98,34.0,35.6,1017.0,31.0,10.29,340.0,23.04,,40.0,1.0,6016.0,US,1588933354.0,1588985125.0,,,,16093.0,
0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,1588985922.0,28800.0,1819729.0,Hong Kong,200,114.16,22.29,84.45,92.43,82.99,87.01,1010.0,80.0,7.0,270.0,11.01,,93.0,3.0,265999.0,HK,1588974390.0,1589021588.0,,,,,
0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,1588986214.0,-10800.0,3393536.0,Olinda,200,-34.86,-8.01,80.6,86.38,80.6,80.6,1015.0,74.0,4.7,200.0,,,40.0,1.0,8426.0,BR,1588926145.0,1588968565.0,,,,10000.0,
0,,,,,,,404,,,,,,,,,,,,,,,,,,,,,city not found,,
0,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50d'}]",stations,1588986214.0,19800.0,1259060.0,Rafiganj,200,84.65,24.82,73.4,76.64,73.4,73.4,1008.0,83.0,5.97,162.0,,,0.0,1.0,9115.0,IN,1588981236.0,1589028906.0,,,,2000.0,
0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,1588986214.0,32400.0,2016405.0,Smolenka,200,113.5,52.14,50.0,39.2,50.0,50.0,1011.0,37.0,11.18,10.0,,,100.0,1.0,8890.0,RU,1588970469.0,1589025826.0,,,,10000.0,
0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,1588986215.0,28800.0,2033413.0,Cuiluan,200,128.65,47.72,66.99,62.22,66.99,66.99,1007.0,36.0,4.25,237.0,,,100.0,,,CN,1588967745.0,1589021277.0,1007.0,978.0,,,
0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,1588986215.0,3600.0,2264557.0,Ponta do Sol,200,-17.1,32.67,61.23,60.66,57.99,64.4,1018.0,72.0,2.24,,,,20.0,1.0,6894.0,PT,1589004838.0,1589054143.0,,,,10000.0,
0,,,,,,,404,,,,,,,,,,,,,,,,,,,,,city not found,,
0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,1588986215.0,-7200.0,3424607.0,Tasiilaq,200,-37.64,65.61,28.4,22.26,28.4,28.4,1029.0,74.0,2.24,130.0,,,98.0,1.0,81.0,GL,1588915345.0,1588980699.0,,,,,
0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,1588986215.0,10800.0,477579.0,Uyemskiy,200,40.85,64.47,30.2,24.44,30.2,30.2,1012.0,80.0,2.24,200.0,,,40.0,1.0,8922.0,RU,1588983447.0,1589047719.0,,,,10000.0,
0,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,1588986216.0,-14400.0,3874960.0,Port Montt,200,-72.94,-41.47,55.4,50.04,55.4,55.4,1002.0,93.0,11.41,330.0,,,90.0,1.0,8523.0,CL,1588938432.0,1588974556.0,,,,10000.0,
0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,1588986216.0,28800.0,6620339.0,Karratha,200,116.85,-20.74,80.51,66.07,80.51,80.51,1015.0,27.0,22.95,93.0,,,71.0,,,AU,1588977154.0,1589017533.0,1015.0,1012.0,,,
0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,1588986216.0,25200.0,1509852.0,Bogotol,200,89.53,56.21,50.04,45.03,50.04,50.04,1026.0,58.0,3.62,222.0,,,20.0,,,RU,1588975163.0,1589032637.0,1026.0,990.0,,,
0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,1588986216.0,36000.0,2152659.0,Port Macquarie,200,152.92,-31.43,67.48,70.2,66.0,69.01,1016.0,77.0,1.01,8.0,1.99,,100.0,3.0,2000886.0,AU,1588969482.0,1589007891.0,,,,,
0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,1588986217.0,7200.0,1045114.0,Inhambane,200,35.38,-23.86,69.55,69.89,69.55,69.55,1021.0,83.0,8.12,136.0,,,40.0,,,MZ,1588996984.0,1589036807.0,1021.0,1021.0,,,
0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,1588986217.0,-14400.0,4477525.0,Lumberton,200,-79.01,34.62,60.12,57.33,59.0,60.8,1012.0,67.0,4.7,240.0,,,90.0,1.0,4038.0,US,1588933115.0,1588982786.0,,,,16093.0,
0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,1588986217.0,-10800.0,3389822.0,Salinópolis,200,-47.36,-0.61,79.57,86.11,79.57,79.57,1014.0,88.0,7.52,44.0,,,100.0,,,BR,1588928592.0,1588972118.0,1014.0,1014.0,,,
0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,1588986217.0,36000.0,2098329.0,Daru,200,143.21,-9.08,83.03,84.7,83.03,83.03,1011.0,74.0,14.25,126.0,,,14.0,,,PG,1588969893.0,1589012141.0,1011.0,1010.0,,,
0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,1588986218.0,-25200.0,5563839.0,Fortuna,200,-124.16,40.6,56.98,50.72,55.4,59.0,1015.0,93.0,13.87,290.0,,,1.0,1.0,4127.0,US,1588943183.0,1588994390.0,,,,14484.0,
0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,1588986218.0,7200.0,906044.0,Monze,200,27.48,-16.28,57.63,54.77,57.63,57.63,1019.0,74.0,4.94,114.0,,,0.0,,,ZM,1588998238.0,1589039345.0,1019.0,892.0,,,
0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,1588986218.0,43200.0,4031574.0,Provideniya,200,-173.3,64.38,43.41,30.43,43.41,43.41,1017.0,62.0,16.51,50.0,,,0.0,,,RU,1589034774.0,1589099182.0,1017.0,1005.0,,,
0,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,1588986218.0,25200.0,1510689.0,Baykit,200,96.37,61.67,40.53,34.99,40.53,40.53,1020.0,83.0,4.56,205.0,,0.16,100.0,,,RU,1588971574.0,1589032943.0,1020.0,1001.0,,,
0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,1588986219.0,0.0,3412093.0,Vestmannaeyjar,200,-20.27,63.44,40.95,33.42,40.95,40.95,1024.0,69.0,6.91,121.0,,,19.0,,,IS,1588998656.0,1589061847.0,1024.0,1024.0,,,
0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,1588986219.0,-25200.0,6173361.0,Vanderhoof,200,-124.02,54.02,65.05,58.64,65.05,65.05,1024.0,34.0,6.13,109.0,,,2.0,,,CA,1588940657.0,1588996848.0,1024.0,951.0,,,
0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,1588986140.0,-10800.0,6111867.0,Port Hawkesbury,200,-61.35,45.62,41.2,34.63,37.99,44.01,1003.0,75.0,5.82,260.0,,,1.0,1.0,876.0,CA,1588927354.0,1588980071.0,,,,14484.0,
0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,1588986219.0,-21600.0,5882953.0,Aklavik,200,-135.01,68.22,48.2,36.68,48.2,48.2,1037.0,42.0,12.75,140.0,,,5.0,1.0,796.0,CA,1588936543.0,1589006237.0,,,,24140.0,
0,,,,,,,404,,,,,,,,,,,,,,,,,,,,,city not found,,
0,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,1588986220.0,-10800.0,3448903.0,São João da Barra,200,-41.05,-21.64,67.21,67.05,67.21,67.21,1024.0,76.0,5.7,205.0,,0.14,0.0,,,BR,1588928712.0,1588968969.0,1024.0,1023.0,,,
0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,1588986002.0,10800.0,290030.0,Doha,200,51.53,25.29,80.4,76.84,78.01,82.4,1008.0,42.0,9.17,310.0,,,6.0,1.0,7614.0,QA,1588989137.0,1589036903.0,,,,10000.0,
0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,1588986220.0,28800.0,2019004.0,Novaya Igirma,200,103.91,57.13,46.04,38.44,46.04,46.04,1023.0,56.0,6.93,304.0,,,96.0,,,RU,1588971440.0,1589029457.0,1023.0,986.0,,,
0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,1588986221.0,28800.0,2012956.0,Yerbogachën,200,108.01,61.28,41.68,35.11,41.68,41.68,1020.0,57.0,4.27,283.0,,,85.0,,,RU,1588968955.0,1589029975.0,1020.0,987.0,,,
0,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]",stations,1588986221.0,-14400.0,5282297.0,Bethel,200,-73.41,41.37,42.28,37.92,41.0,43.0,1004.0,87.0,3.36,110.0,,1.59,90.0,1.0,3888.0,US,1588930903.0,1588982310.0,,,,11265.0,
0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,1588986221.0,39600.0,2122574.0,Ola,200,151.28,59.58,37.65,31.93,37.65,37.65,1007.0,74.0,3.33,200.0,,,5.0,,,RU,1588959262.0,1589018898.0,1007.0,1007.0,,,
0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,1588985969.0,-25200.0,5911745.0,Burns Lake,200,-125.75,54.23,64.83,58.33,64.83,64.83,1024.0,32.0,5.82,116.0,,,52.0,,,CA,1588941018.0,1588997318.0,1024.0,936.0,,,
0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,1588986039.0,-7200.0,3423146.0,Ilulissat,200,-51.1,69.22,30.2,22.42,30.2,30.2,1022.0,80.0,5.82,10.0,,,100.0,1.0,165.0,GL,1588915386.0,1588987119.0,,,,,
0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,1588986222.0,7200.0,962367.0,Richards Bay,200,32.04,-28.78,64.06,64.49,64.06,64.06,1023.0,85.0,4.68,343.0,,,0.0,,,ZA,1588998243.0,1589037152.0,1023.0,1023.0,,,
0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,1588986041.0,10800.0,415189.0,Aden,200,45.04,12.78,86.13,92.03,86.13,86.13,1009.0,71.0,8.52,89.0,,,73.0,,,YE,1588991781.0,1589037373.0,1009.0,1008.0,,,
0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,1588986222.0,-10800.0,3393762.0,Oeiras do Pará,200,-49.85,-2.0,76.23,85.06,76.23,76.23,1015.0,96.0,2.71,18.0,,,100.0,,,BR,1588929293.0,1588972612.0,1015.0,1015.0,,,
0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,1588986222.0,10800.0,551145.0,Kem',200,34.58,64.96,35.71,28.44,35.71,35.71,1009.0,83.0,6.33,153.0,,,61.0,,,RU,1588984651.0,1589049524.0,1009.0,1007.0,,,
0,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,1588986223.0,7200.0,3156980.0,Florø,200,5.03,61.6,44.6,34.05,44.6,44.6,1013.0,75.0,13.87,160.0,,,100.0,1.0,1616.0,NO,1588993484.0,1589054875.0,,,,,
0,,,,,,,404,,,,,,,,,,,,,,,,,,,,,city not found,,
0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,1588986012.0,-21600.0,5887916.0,Athabasca,200,-113.29,54.72,57.76,49.41,57.76,57.76,1027.0,37.0,8.39,309.0,,,8.0,,,CA,1588937905.0,1588994451.0,1027.0,965.0,,,
0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,1588986223.0,19800.0,1272970.0,Dhandhuka,200,71.98,22.37,80.33,85.59,80.33,80.33,1008.0,65.0,2.04,79.0,,,0.0,,,IN,1588984502.0,1589031721.0,1008.0,1005.0,,,
0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,1588986223.0,0.0,3416888.0,Grindavik,200,-22.43,63.84,35.6,22.42,35.6,35.6,1025.0,59.0,14.99,10.0,,,0.0,1.0,90.0,IS,1588998958.0,1589062582.0,,,,10000.0,
0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,1588986224.0,25200.0,1507390.0,Dikson,200,80.55,73.51,23.68,10.92,23.68,23.68,996.0,95.0,14.2,253.0,,,9.0,,,RU,0.0,0.0,996.0,990.0,,,
0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,1588986224.0,7200.0,347796.0,Sohag,200,31.69,26.56,77.0,66.06,77.0,77.0,1009.0,25.0,14.99,320.0,,,0.0,1.0,2548.0,EG,1588993774.0,1589041789.0,,,,10000.0,
0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,1588986224.0,0.0,3414079.0,Olafsvik,200,-23.71,64.89,36.95,28.35,36.95,36.95,1027.0,74.0,8.3,39.0,,,0.0,,,IS,1588998650.0,1589063504.0,1027.0,1023.0,,,
0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,1588986225.0,-10800.0,3381041.0,Mana,200,-53.78,5.66,77.85,80.92,77.85,77.85,1016.0,83.0,10.18,63.0,,,100.0,,,GF,1588929662.0,1588974129.0,1016.0,1016.0,,,
0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,1588986166.0,-21600.0,6145425.0,Shaunavon,200,-108.42,49.65,43.43,27.3,43.43,43.43,1024.0,68.0,22.73,347.0,,,100.0,,,CA,1588937901.0,1588992117.0,1024.0,917.0,,,
0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,1588986126.0,10800.0,178443.0,Wajir,200,40.06,1.75,75.7,78.22,75.7,75.7,1011.0,84.0,9.55,171.0,,,100.0,,,KE,1588993831.0,1589037714.0,1011.0,981.0,,,
0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,1588986056.0,-14400.0,3459352.0,Ladário,200,-57.6,-19.0,59.9,56.95,59.9,59.9,1019.0,54.0,2.46,159.0,,,0.0,,,BR,1588932464.0,1588973160.0,1019.0,1008.0,,,
0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,1588986137.0,-18000.0,6165406.0,Thompson,200,-97.86,55.74,35.6,22.89,35.6,35.6,1028.0,55.0,13.87,20.0,,,20.0,1.0,935.0,CA,1588933929.0,1588991020.0,,,,24140.0,
0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,1588986226.0,7200.0,209228.0,Mbuji-Mayi,200,23.6,-6.15,70.93,76.01,70.93,70.93,1011.0,92.0,3.22,148.0,,,71.0,,,CD,1588998379.0,1589041067.0,1011.0,945.0,,,
0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,1588986226.0,-10800.0,3382160.0,Cayenne,200,-52.33,4.93,80.6,85.33,80.6,80.6,1014.0,78.0,8.05,50.0,,,90.0,1.0,8669.0,GF,1588929370.0,1588973725.0,,,,10000.0,
0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,1588985964.0,-21600.0,3584003.0,Puerto El Triunfo,200,-88.55,13.28,86.0,94.75,86.0,86.0,1009.0,74.0,4.7,230.0,,,20.0,1.0,7222.0,SV,1588937414.0,1588983066.0,,,,10000.0,
0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,1588986226.0,-14400.0,3870243.0,Taltal,200,-70.48,-25.4,59.95,57.76,59.95,59.95,1016.0,76.0,5.21,225.0,,,22.0,,,CL,1588936107.0,1588975700.0,1016.0,1014.0,,,
0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,1588986227.0,43200.0,2126682.0,Bilibino,200,166.44,68.05,36.0,29.84,36.0,36.0,1019.0,82.0,4.34,78.0,,,1.0,,,RU,1588950712.0,1589020171.0,1019.0,984.0,,,
0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,1588986227.0,-10800.0,3451138.0,Rio Grande,200,-52.1,-32.03,53.01,49.35,53.01,53.01,1020.0,90.0,6.71,34.0,,,0.0,3.0,2020865.0,BR,1588932331.0,1588970654.0,,,,,
0,,,,,,,404,,,,,,,,,,,,,,,,,,,,,city not found,,
0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,1588986227.0,3600.0,3347019.0,Mossamedes,200,12.15,-15.2,78.71,80.91,78.71,78.71,1012.0,55.0,2.68,303.0,,,0.0,,,AO,1589001831.0,1589043111.0,1012.0,1009.0,,,
0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,1588986141.0,43200.0,2206874.0,Waipawa,200,175.52,-41.41,61.5,58.42,61.0,62.6,1024.0,67.0,5.82,360.0,,,38.0,1.0,7358.0,NZ,1588965213.0,1589001313.0,,,,10000.0,
0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,1588986228.0,32400.0,2027296.0,Aykhal,200,111.5,66.0,19.4,12.16,19.4,19.4,1014.0,57.0,2.24,,,,49.0,1.0,8846.0,RU,1588965549.0,1589031706.0,,,,10000.0,
0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,1588986228.0,-14400.0,3444199.0,Puerto Suárez,200,-57.8,-18.95,57.99,55.58,57.99,57.99,1019.0,58.0,1.54,151.0,,,0.0,,,BO,1588932508.0,1588973213.0,1019.0,1007.0,,,
0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,1588986188.0,28800.0,1645528.0,Denpasar,200,115.22,-8.65,82.4,93.6,82.4,82.4,1011.0,94.0,4.7,90.0,,,20.0,1.0,9333.0,ID,1588976579.0,1589018890.0,,,,10000.0,
0,,,,,,,404,,,,,,,,,,,,,,,,,,,,,city not found,,
0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,1588986229.0,25200.0,1604869.0,Yala,200,101.25,6.33,77.0,86.61,77.0,77.0,1008.0,94.0,1.45,134.0,,,20.0,1.0,9271.0,TH,1588978799.0,1589023376.0,,,,10000.0,
0,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,1588986229.0,28800.0,1698289.0,Pundaguitan,200,126.17,6.37,83.3,91.0,83.3,83.3,1010.0,79.0,5.84,330.0,,0.13,100.0,,,PH,1588972815.0,1589017398.0,1010.0,1008.0,,,
0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,1588986229.0,19800.0,1273463.0,Darlawn,200,92.9,24.02,70.48,69.89,70.48,70.48,1012.0,52.0,2.19,129.0,,,0.0,,,IN,1588979332.0,1589026850.0,1012.0,918.0,,,
0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,1588986229.0,10800.0,535679.0,Lesnyye Polyany,200,37.87,55.97,50.11,45.05,48.2,52.0,1011.0,81.0,6.71,360.0,,,75.0,1.0,9027.0,RU,1588987613.0,1589044983.0,,,,10000.0,
0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,1588986230.0,43200.0,4031637.0,Lavrentiya,200,-171.0,65.58,36.77,25.56,36.77,36.77,1020.0,87.0,13.91,34.0,,,1.0,,,RU,1589033459.0,1589099393.0,1020.0,1018.0,,,
0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,1588986003.0,36000.0,2172797.0,Cairns,200,145.77,-16.92,80.6,81.32,80.6,80.6,1016.0,65.0,10.29,160.0,,,55.0,1.0,9490.0,AU,1588969894.0,1589010911.0,,,,10000.0,
0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,1588986184.0,0.0,2630299.0,Hofn,200,-15.21,64.25,33.15,21.58,33.15,33.15,1026.0,89.0,13.78,48.0,,,100.0,,,IS,1588996998.0,1589061076.0,1026.0,1026.0,,,
